Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Spending,Total_Purchases,Children_In_Home,Campaign_Accepted,Education_Encoded,Marital_Status_Encoded,Customer_Since,Labels
1951,Master,With_Partner,67381.0,0,1,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,3,11,0,75,957,17,1,1,2,2,4967,0
1967,Graduation,Alone,25930.0,1,1,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,59,15,4,2,0,1,0,4699,0
1978,Graduation,With_Partner,42693.0,1,0,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,3,11,0,48,57,5,1,0,1,2,4459,0
1976,Graduation,With_Partner,85606.0,0,1,2012-11-12,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,3,11,0,50,1956,24,1,1,1,2,5031,0
1985,Graduation,Alone,72903.0,0,0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,1,41,2013,21,0,3,1,0,4680,0
1974,Basic,With_Partner,49669.0,1,0,2014-05-24,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,3,11,0,52,326,14,1,0,0,2,4473,0
1968,PhD,With_Partner,36778.0,1,1,2012-08-05,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,3,11,0,58,77,9,2,0,3,2,5130,0
1962,PhD,Alone,85696.0,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,64,1313,20,0,0,3,0,4859,0
1961,Graduation,With_Partner,49678.0,0,1,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0,65,315,14,1,0,1,2,4949,0
1989,Graduation,With_Partner,37155.0,1,0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,37,74,7,1,0,1,2,4951,0
1978,Basic,Alone,21282.0,1,0,2014-05-11,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,3,11,0,48,46,7,1,0,0,0,4486,0
1962,PhD,Alone,33419.0,0,1,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,3,11,0,64,86,8,1,0,3,0,4753,0
1945,Graduation,Alone,63285.0,0,0,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0,81,1103,25,0,0,1,0,4673,0
1974,Master,With_Partner,21255.0,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,3,11,0,52,61,11,1,0,2,2,4596,0
1981,Graduation,With_Partner,42162.0,1,0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1,45,145,9,1,1,1,2,4659,0
1956,Graduation,With_Partner,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,70,684,31,2,0,1,2,5090,0
1954,PhD,With_Partner,57744.0,0,1,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0,72,411,16,1,0,3,2,4666,0
1986,Graduation,Alone,26576.0,1,0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1,40,27,4,1,1,1,0,5061,0
1943,PhD,Alone,57513.0,0,0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0,83,1060,27,0,0,3,0,4795,0
1964,Graduation,With_Partner,68142.0,0,1,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,62,1459,24,1,0,1,2,5106,0
1979,Graduation,With_Partner,7500.0,0,1,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,47,18,4,1,0,1,2,5106,0
1974,Graduation,With_Partner,83145.0,0,0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1,52,1833,26,0,1,1,2,5082,0
1960,Master,With_Partner,54197.0,0,1,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,66,237,12,1,0,2,2,4524,0
1963,PhD,Alone,23091.0,1,1,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0,63,48,10,2,0,3,0,4469,0
1976,Graduation,With_Partner,46049.0,1,1,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,50,515,26,2,0,1,2,4780,0
1974,Graduation,With_Partner,56715.0,0,0,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,52,1020,15,0,0,1,2,5008,0
1961,Graduation,With_Partner,79410.0,0,0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,65,1370,11,0,0,1,2,4468,0
1951,Graduation,With_Partner,57304.0,0,1,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,75,1026,25,1,0,1,2,4912,0
1965,Graduation,With_Partner,44375.0,0,1,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,61,301,12,1,0,1,2,4535,0
1965,Graduation,With_Partner,59594.0,0,1,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,61,499,17,1,1,1,2,5054,0
1994,Graduation,With_Partner,80685.0,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,32,1004,21,0,0,1,2,5113,0
1974,PhD,With_Partner,40344.0,0,1,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,52,218,12,1,0,3,2,4696,0
1972,Graduation,With_Partner,62710.0,0,1,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,54,606,22,1,0,1,2,4839,0
1968,Basic,With_Partner,48985.0,0,1,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,58,75,6,1,0,0,2,4796,0
1968,Graduation,With_Partner,35322.0,1,2,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,58,106,9,3,0,1,2,5113,0
1948,Graduation,With_Partner,77142.0,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,78,990,17,0,0,1,2,4833,0
1969,Graduation,Alone,81657.0,0,0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,57,1097,16,0,0,1,0,4595,0
1996,Basic,With_Partner,14421.0,0,0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,30,16,4,0,1,0,2,4569,0
1990,PhD,With_Partner,74214.0,0,0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0,36,1711,16,0,0,3,2,5109,0
1957,Master,With_Partner,66726.0,1,1,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0,69,438,17,2,1,2,2,4605,0
1979,Basic,With_Partner,23724.0,1,0,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0,47,75,7,1,0,0,2,4974,0
1960,Master,With_Partner,47353.0,0,1,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0,66,225,13,1,0,2,2,4665,0
1952,Master,With_Partner,33444.0,1,1,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,74,18,4,2,0,2,2,5040,0
1981,Graduation,With_Partner,54386.0,0,1,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,45,470,17,1,0,1,2,4845,0
1981,Graduation,Alone,28510.0,1,1,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,3,11,0,45,91,9,2,0,1,0,4879,0
1991,Master,Alone,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,35,2525,18,0,1,2,0,4573,0
1950,Graduation,With_Partner,48070.0,0,1,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0,76,504,19,1,0,1,2,4969,1
1957,Graduation,With_Partner,43140.0,0,1,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0,69,235,11,1,0,1,2,4977,0
1961,PhD,Alone,54959.0,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1,65,1232,21,1,1,3,0,4963,0
1958,Basic,Alone,15056.0,1,1,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0,68,88,12,2,0,0,0,4859,0
1971,Graduation,Alone,26954.0,1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,55,17,4,1,0,1,0,4489,0
1985,Graduation,Alone,22327.0,1,0,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,41,24,5,1,0,1,0,4768,0
1965,Graduation,With_Partner,44393.0,1,1,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0,61,60,7,2,0,1,2,4748,0
1952,PhD,Alone,62000.0,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0,74,1020,26,1,1,3,0,4745,0
1962,PhD,With_Partner,31497.0,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,64,155,10,1,0,3,2,5007,0
1974,Basic,With_Partner,45894.0,0,2,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0,52,51,5,2,0,0,2,4559,0
1970,Master,Alone,78579.0,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,56,1812,16,0,0,2,0,4991,0
1969,Master,Alone,67369.0,0,1,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1,57,1461,25,1,2,2,0,5026,0
1960,Graduation,Alone,58401.0,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,3,11,0,66,96,6,1,0,1,0,4507,0
1952,Graduation,Alone,62307.0,0,1,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,3,11,0,74,160,9,1,0,1,0,4569,0
1969,Master,With_Partner,43641.0,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0,57,139,10,2,0,2,2,4870,0
1969,Master,With_Partner,70091.0,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,57,1161,19,1,1,2,2,4892,0
1972,PhD,With_Partner,78075.0,0,0,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,3,11,0,54,988,14,0,0,3,2,4522,0
1961,Basic,Alone,59184.0,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,65,1072,27,1,0,0,0,5095,0
1977,Graduation,With_Partner,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,49,174,12,2,0,1,2,4728,0
1959,Graduation,With_Partner,58113.0,0,1,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,67,758,22,1,0,1,2,4957,1
1958,Master,With_Partner,51412.0,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0,68,195,11,1,0,2,2,4617,0
1957,Master,With_Partner,66636.0,0,0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0,69,1084,17,0,0,2,2,4753,0
1956,Master,With_Partner,50965.0,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,70,685,22,1,1,2,2,4931,0
1990,Graduation,With_Partner,18351.0,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0,36,43,6,0,0,1,2,4680,0
1957,PhD,With_Partner,40451.0,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,69,49,5,2,1,3,2,4570,0
1965,Graduation,With_Partner,36317.0,0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0,61,133,9,1,0,1,2,4840,0
1957,Graduation,With_Partner,42213.0,0,1,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,3,11,0,69,363,15,1,1,1,2,4697,0
1955,Graduation,With_Partner,65748.0,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,71,545,18,1,0,1,2,4877,1
1972,Graduation,With_Partner,77044.0,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0,54,1065,31,1,1,1,2,4682,0
1969,Graduation,With_Partner,74918.0,0,0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,57,2047,21,0,1,1,2,4911,0
1972,Graduation,With_Partner,56721.0,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,54,296,15,2,0,1,2,5043,0
1975,Graduation,Alone,42160.0,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,51,140,11,2,0,1,0,4803,0
1965,Graduation,Alone,61559.0,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,61,530,17,1,0,1,0,4784,0
1963,PhD,With_Partner,33629.0,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,63,152,13,2,0,3,2,5127,0
1963,Graduation,Alone,34377.0,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,63,114,8,1,0,1,0,4963,0
1986,Basic,Alone,8940.0,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,40,101,10,1,0,0,0,5113,0
1973,Graduation,With_Partner,26228.0,1,0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,53,25,4,1,0,1,2,4717,0
1957,Basic,Alone,77297.0,0,0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,69,789,22,0,1,0,0,4956,0
1981,Graduation,With_Partner,40211.0,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,45,87,7,2,1,1,2,4771,0
1958,PhD,Alone,33438.0,1,1,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,68,90,11,2,0,3,0,4717,0
1959,PhD,With_Partner,75032.0,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,67,1215,20,1,0,3,2,4864,0
1955,PhD,Alone,61284.0,0,0,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,71,811,22,0,1,3,0,4697,0
1986,Graduation,With_Partner,22518.0,1,0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,40,61,7,1,1,1,2,5052,0
1975,Master,With_Partner,54730.0,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,51,405,18,1,0,2,2,4755,0
1955,Master,With_Partner,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,71,72,9,2,0,2,2,4528,0
1971,Graduation,Alone,44421.0,1,1,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,55,189,14,2,0,1,0,4936,0
1986,PhD,With_Partner,38197.0,1,0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,40,40,5,1,0,3,2,4802,0
1978,Graduation,Alone,41986.0,0,1,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,48,63,10,1,0,1,0,4577,0
1983,Graduation,With_Partner,28427.0,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,43,52,7,1,0,1,2,4902,0
1976,PhD,With_Partner,37395.0,1,0,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,50,39,5,1,0,3,2,4495,0
1971,Graduation,With_Partner,64722.0,1,0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,55,805,25,1,0,1,2,4471,0
1956,Master,With_Partner,55249.0,0,1,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,70,130,8,1,0,2,2,4510,0
1972,Graduation,With_Partner,84906.0,0,0,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,54,1631,24,0,3,1,2,4705,0
1952,Graduation,Alone,44213.0,1,1,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,74,152,12,2,0,1,0,4649,0
1984,Basic,Alone,25707.0,1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,42,21,5,1,0,0,0,4599,0
1967,PhD,With_Partner,59062.0,2,1,2013-10-03,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,59,71,7,3,0,3,2,4706,0
1962,Graduation,Alone,76624.0,0,1,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,64,899,23,1,1,1,0,4473,0
1947,Master,With_Partner,66000.0,0,0,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,79,711,10,0,0,2,2,4507,0
1978,PhD,With_Partner,27683.0,1,0,2012-08-04,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,48,351,16,1,0,3,2,5131,0
1971,Graduation,Alone,1730.0,0,0,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0,55,8,15,0,0,1,0,4479,0
1992,Basic,Alone,7500.0,1,0,2012-12-03,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,34,119,11,1,0,0,0,5010,0
1968,Graduation,With_Partner,40521.0,1,1,2013-04-05,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,58,21,4,2,0,1,2,4887,0
1973,PhD,With_Partner,20427.0,1,0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,53,10,4,1,0,3,2,4534,0
1975,Graduation,With_Partner,65106.0,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,3,11,0,51,973,27,1,1,1,2,4473,0
1965,PhD,With_Partner,69969.0,0,0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1,61,1536,13,0,2,3,2,4743,0
1952,Graduation,With_Partner,67433.0,0,2,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,3,11,0,74,992,28,2,1,1,2,4785,0
1967,PhD,With_Partner,77766.0,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,59,1529,34,1,1,3,2,4929,0
1972,Graduation,With_Partner,74716.0,0,1,2013-09-12,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,3,11,0,54,860,17,1,0,1,2,4727,0
1970,PhD,With_Partner,55158.0,1,1,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,1,56,418,18,2,0,3,2,5136,0
1955,Basic,With_Partner,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,1,71,587,16,1,0,0,2,5132,0
1975,Graduation,With_Partner,74190.0,0,1,2014-05-12,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,3,11,0,51,641,19,1,0,1,2,4485,0
1976,Graduation,With_Partner,39356.0,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0,50,23,4,2,1,1,2,4539,0
1969,Graduation,With_Partner,76653.0,0,0,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,0,57,2279,23,0,2,1,2,4754,0
1983,PhD,Alone,90687.0,0,0,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1,43,1779,17,0,1,3,0,4840,0
1982,Master,With_Partner,73450.0,0,0,2013-12-05,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,3,11,0,44,1804,27,0,2,2,2,4643,0
1960,Graduation,With_Partner,31454.0,1,1,2013-07-06,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0,66,48,8,2,0,1,2,4795,0
1952,Graduation,Alone,47139.0,1,1,2014-03-06,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1,74,83,7,2,0,1,0,4552,0
1963,PhD,With_Partner,53378.0,1,1,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,63,793,29,2,0,3,2,5080,0
1970,Graduation,With_Partner,19656.0,1,0,2013-02-08,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,56,84,9,1,0,1,2,4943,0
1948,PhD,With_Partner,45579.0,0,1,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,78,183,10,1,0,3,2,4750,0
1958,Basic,Alone,85485.0,0,0,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0,68,1383,19,0,0,0,0,4445,0
1944,Graduation,With_Partner,55956.0,0,0,2014-04-07,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0,82,999,16,0,1,1,2,4520,0
1963,Master,Alone,64191.0,0,1,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0,63,825,24,1,0,2,0,4960,0
1972,Graduation,Alone,38808.0,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,1,54,246,14,1,1,1,0,5109,0
1966,Master,With_Partner,57183.0,1,1,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,3,11,0,60,610,25,2,0,2,2,4904,0
1968,Master,Alone,23748.0,1,0,2012-11-21,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,58,76,9,1,0,2,0,5022,0
1971,Graduation,With_Partner,66303.0,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,55,1286,22,1,1,1,2,4925,0
1975,Master,With_Partner,37368.0,1,0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,0,51,30,4,1,1,2,2,4632,0
1964,Graduation,With_Partner,40800.0,1,2,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,62,99,8,3,0,1,2,4981,1
1978,Graduation,Alone,71847.0,0,0,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,3,11,0,48,1192,22,0,1,1,0,5083,0
1975,Graduation,With_Partner,46149.0,0,1,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,51,362,18,1,0,1,2,4649,0
1983,Graduation,With_Partner,78687.0,0,0,2012-08-09,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,43,2130,19,0,1,1,2,5126,0
1971,Basic,Alone,49118.0,0,0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,55,1229,28,0,2,0,0,5117,0
1957,PhD,With_Partner,37633.0,1,1,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,3,11,0,69,38,6,2,0,3,2,5084,0
1951,Master,With_Partner,39767.0,0,0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,75,485,17,0,0,2,2,4780,0
1951,Basic,With_Partner,26997.0,0,0,2012-11-05,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,75,434,13,0,0,0,2,5038,0
1970,Graduation,Alone,33986.0,1,0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,56,44,5,1,0,1,0,4909,0
1972,PhD,With_Partner,57091.0,0,1,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,54,496,18,1,1,3,2,5020,0
1969,Basic,With_Partner,46831.0,1,1,2013-06-08,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,57,78,7,2,0,0,2,4823,0
1972,Master,With_Partner,83151.0,0,0,2013-02-10,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,54,2346,23,0,3,2,2,4941,0
1971,Graduation,With_Partner,52531.0,0,0,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,55,794,21,0,0,1,2,4983,0
1956,Graduation,With_Partner,15759.0,0,0,2013-09-05,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,70,17,4,0,0,1,2,4734,0
1973,Basic,With_Partner,43050.0,1,0,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,53,76,8,1,0,0,2,4540,0
1977,PhD,Alone,42997.0,1,1,2013-12-07,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,49,15,4,2,0,3,0,4641,0
1963,PhD,Alone,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,63,62,7,2,0,3,0,4515,0
1954,Master,With_Partner,60033.0,0,1,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0,72,198,10,1,0,2,2,4529,0
